TS_Pcomp,TS_Pscav,TS_Texh,TS_Ntc,TS_Pmax,TS_PR,TS_Ntc_Pscav,TS_Pcomp_Pscav,Estimated engine load,matched_load,matched_date,deltas,Ref_Pscav,Ref_Pcomp,Ref_Pmax,Ref_Texh,Ref_Ntc,Ref_Ntc_Pscav,Ref_Pcomp_Pscav,Ref_PR
55.940144,1.3187704,301.29013,9975.498,92.971985,35.710064,6930.739,40.144123,48.544247,48.58005638888889,200.0,0.03580938888889307,1.3302218914031982,54.467628479003906,105.12380981445312,295.5998229980469,10003.685546875,8153.7470703125,46.935791015625,51.3152961730957
58.58955,1.4794338,311.92554,10404.106,99.32101,41.156162,6794.344,38.75575,52.574448,52.65038055555556,230.0,0.07593255555556055,1.5040714740753174,58.467498779296875,110.02332305908203,303.5771789550781,10446.5205078125,7834.2568359375,45.013607025146484,53.43820571899414
59.445942,1.5389441,316.71445,10580.176,102.04816,44.339542,6614.8013,37.623184,54.294422,54.28394305555556,236.0,0.010478944444436422,1.5718202590942383,59.6600227355957,112.20317077636719,306.2059631347656,10626.66796875,7711.38671875,44.145755767822266,53.599815368652344
59.332985,1.5544983,318.6458,10624.468,103.38987,46.367683,6437.972,36.792057,55.034508,54.91742,247.0,0.11708800000000252,1.6074275970458984,60.41668701171875,112.6982650756836,308.6084289550781,10707.94921875,7668.4248046875,43.685218811035156,54.469451904296875
58.9293,1.5633056,319.60385,10641.265,104.68985,47.76505,6283.9287,36.277668,55.538666,55.45381,219.0,0.08485600000000204,1.616734266281128,60.869441986083984,114.27416229248047,307.2728271484375,10732.0283203125,7626.03076171875,43.74443435668945,55.85627365112305
58.54043,1.5779899,319.93762,10656.198,106.2101,48.68561,6159.246,35.873817,55.955753,55.91258694444445,245.0,0.04316605555555242,1.636980414390564,61.44685363769531,115.41934204101562,307.7315673828125,10791.1123046875,7575.966796875,43.48624038696289,55.00042724609375
58.32859,1.5976857,319.78754,10673.4375,107.70946,49.195194,6092.934,35.48228,56.239735,56.05270166666667,205.0,0.18703333333333205,1.6356887817382812,61.08659744262695,115.63671112060547,307.1961975097656,10780.6376953125,7572.91162109375,43.58973693847656,55.97359848022461
58.33992,1.6161803,319.3002,10686.941,108.918846,49.34712,6097.8486,35.122902,56.357365,56.05270166666667,205.0,0.3046633333333304,1.6356887817382812,61.08659744262695,115.63671112060547,307.1961975097656,10780.6376953125,7572.91162109375,43.58973693847656,55.97359848022461
58.537373,1.6272793,318.62057,10687.97,109.67844,49.23501,6160.107,34.887714,56.326237,56.05270166666667,205.0,0.2735353333333279,1.6356887817382812,61.08659744262695,115.63671112060547,307.1961975097656,10780.6376953125,7572.91162109375,43.58973693847656,55.97359848022461
58.84551,1.6274483,317.81116,10670.279,109.932304,48.961945,6252.502,34.86361,56.181686,56.05270166666667,205.0,0.12898433333332804,1.6356887817382812,61.08659744262695,115.63671112060547,307.1961975097656,10780.6376953125,7572.91162109375,43.58973693847656,55.97359848022461
59.187275,1.6168393,316.84985,10633.127,109.71842,48.597977,6349.814,35.079315,55.95723,55.91258694444445,245.0,0.0446430555555537,1.636980414390564,61.44685363769531,115.41934204101562,307.7315673828125,10791.1123046875,7575.966796875,43.48624038696289,55.00042724609375
59.499638,1.5990202,315.71164,10581.14,109.15482,48.181656,6436.251,35.496704,55.679546,55.801009444444446,246.0,0.12146344444444424,1.6416029930114746,61.373905181884766,114.07333374023438,310.0834655761719,10807.4443359375,7603.3515625,43.24908447265625,55.684112548828125
59.73796,1.5791688,314.43103,10522.237,108.40532,47.740536,6506.0557,36.034218,55.36016,55.45381,219.0,0.09364999999999668,1.616734266281128,60.869441986083984,114.27416229248047,307.2728271484375,10732.0283203125,7626.03076171875,43.74443435668945,55.85627365112305
59.876717,1.5612525,313.09375,10464.652,107.62559,47.30325,6560.613,36.60436,54.99063,54.91742,247.0,0.0732100000000031,1.6074275970458984,60.41668701171875,112.6982650756836,308.6084289550781,10707.94921875,7668.4248046875,43.685218811035156,54.469451904296875
59.908134,1.5464225,311.795,10414.084,106.91845,46.902905,6604.7744,37.145206,54.555515,54.46163111111111,196.0,0.09388388888888954,1.5738214254379272,59.683353424072266,112.23056030273438,306.1064758300781,10629.8076171875,7728.71630859375,44.194358825683594,54.45124816894531
59.84059,1.5337925,310.60904,10372.343,106.32428,46.574604,6643.863,37.62997,54.05463,53.96635972222222,301.0,0.08827027777778085,1.582020878791809,59.76611328125,114.2087173461914,305.97698974609375,10635.8544921875,7230.55419921875,40.19796371459961,54.15959167480469
59.694756,1.5221617,309.5776,10337.9795,105.84055,46.346622,6681.9756,38.056675,53.51181,53.55218638888889,202.0,0.04037638888889461,1.5360044240951538,58.7218017578125,111.48505401611328,303.2827453613281,10514.3095703125,7775.44580078125,44.80687713623047,53.48474884033203
59.49631,1.5109181,308.70932,10308.039,105.44673,46.23085,6721.5713,38.432953,52.96379,52.97755138888889,0.0,0.013761388888887893,1.5092260837554932,58.404197692871094,109.69977569580078,307.0582580566406,10477.3544921875,7274.705078125,41.249549865722656,51.899810791015625
59.268177,1.4999965,307.98434,10279.59,105.1186,46.219177,6763.7495,38.766865,52.443214,52.65038055555556,230.0,0.20716655555555974,1.5040714740753174,58.467498779296875,110.02332305908203,303.5771789550781,10446.5205078125,7834.2568359375,45.013607025146484,53.43820571899414
59.02591,1.4895247,307.3643,10250.473,104.832596,46.28716,6808.7563,39.064598,51.96873,51.96715055555556,27.0,0.0015794444444381384,1.4656997919082642,57.252479553222656,108.69635772705078,304.4210510253906,10365.30078125,7877.9130859375,44.58753967285156,51.18795394897461
58.777084,1.4795817,306.80286,10219.449,104.56675,46.40131,6856.454,39.331352,51.544235,51.5503,21.0,0.006064999999999543,1.4530922174453735,57.00312423706055,108.276611328125,304.2540588378906,10328.373046875,7898.84521484375,44.688350677490234,51.34654998779297
58.52313,1.4701271,306.2558,10185.999,104.3013,46.52656,6906.6553,39.572533,51.16292,51.12950055555555,304.0,0.03341944444444778,1.430364966392517,57.16596984863281,108.21711730957031,302.4408874511719,10276.3740234375,7411.45458984375,41.612056732177734,50.8228759765625
