TS_Pcomp,TS_Pscav,TS_Texh,TS_Ntc,TS_Pmax,TS_PR,TS_Ntc_Pscav,TS_Pcomp_Pscav,Estimated engine load
53.499477,1.2736113,289.76596,9657.04,90.29127,36.932686,7894.7627,45.08653,43.63867
53.559597,1.2771385,289.61667,9665.556,90.380516,36.859837,7887.1846,45.036373,43.6651
53.634666,1.2812608,289.48727,9675.516,90.498405,36.793774,7877.21,44.975708,43.706646
53.724464,1.2859596,289.3791,9686.885,90.64429,36.734524,7864.847,44.904766,43.76348
53.828648,1.291208,289.29318,9699.605,90.81711,36.682022,7850.127,44.8239,43.835598
53.946613,1.2969704,289.23053,9713.604,91.015434,36.63613,7833.1143,44.73359,43.922894
54.07764,1.303202,289.19183,9728.781,91.237465,36.596546,7813.9004,44.63446,44.02506
54.220802,1.3098524,289.17776,9745.023,91.48109,36.562935,7792.6006,44.527287,44.14167
54.37503,1.3168639,289.1886,9762.203,91.74388,36.53481,7769.359,44.412907,44.272167
54.539135,1.3241733,289.22452,9780.176,92.023186,36.511623,7744.3394,44.292282,44.41582
54.711792,1.3317139,289.28537,9798.791,92.31616,36.49277,7717.7256,44.166428,44.571815
54.891632,1.3394163,289.37085,9817.89,92.61984,36.47754,7689.716,44.036423,44.739193
55.07718,1.3472098,289.48038,9837.31,92.931175,36.465256,7660.524,43.903336,44.91693
55.26698,1.355025,289.61316,9856.888,93.24709,36.455173,7630.371,43.768253,45.1039
55.45955,1.3627943,289.76813,9876.468,93.564606,36.446598,7599.4785,43.63224,45.298897
55.653442,1.3704535,289.94403,9895.9,93.880775,36.438858,7568.0737,43.4963,45.500687
55.847267,1.3779438,290.13937,9915.045,94.1929,36.431343,7536.374,43.36134,45.707973
56.039684,1.3852122,290.35248,9933.777,94.49839,36.42356,7504.5933,43.2282,45.91946
56.229477,1.3922131,290.58154,9951.984,94.795,36.415066,7472.931,43.097614,46.133827
56.4155,1.3989086,290.82455,9969.575,95.080696,36.40556,7441.571,42.970192,46.349804
56.596767,1.4052688,291.0796,9986.475,95.35376,36.394844,7410.6826,42.846428,46.56611
56.772396,1.4112723,291.34445,10002.625,95.61284,36.382828,7380.4126,42.726715,46.781532
56.941654,1.4169052,291.61694,10017.989,95.85684,36.369526,7350.89,42.611324,46.99494
57.103935,1.4221599,291.8951,10032.543,96.08504,36.355026,7322.223,42.50044,47.205254
57.258774,1.4270376,292.17685,10046.275,96.29696,36.339508,7294.4995,42.394154,47.411495
57.405804,1.4315428,292.46014,10059.193,96.49245,36.32315,7267.787,42.29248,47.612774
57.544834,1.4356858,292.74316,10071.312,96.67157,36.3062,7242.1377,42.195415,47.80834
57.675743,1.4394807,293.02414,10082.652,96.83463,36.28891,7217.583,42.10287,47.997517
57.79854,1.4429436,293.30157,10093.242,96.98212,36.27152,7194.146,42.014774,48.179764
57.91328,1.446093,293.5741,10103.117,97.11465,36.254227,7171.833,41.93099,48.354645
58.02014,1.448948,293.84036,10112.309,97.23296,36.237247,7150.6406,41.851395,48.521812
58.119335,1.4515289,294.09943,10120.858,97.33793,36.220753,7130.557,41.775875,48.681065
58.21113,1.4538554,294.35037,10128.8,97.43039,36.20484,7111.563,41.7043,48.832256
58.29586,1.4559469,294.59253,10136.17,97.51128,36.189632,7093.634,41.636543,48.975334
58.373837,1.4578221,294.82532,10143.003,97.5815,36.175175,7076.738,41.57248,49.11033
58.44544,1.4594989,295.04843,10149.333,97.64197,36.161507,7060.8447,41.511993,49.23733
58.51105,1.4609939,295.2615,10155.193,97.69357,36.148643,7045.915,41.45498,49.356503
58.57102,1.4623234,295.46445,10160.611,97.73714,36.136574,7031.9136,41.40131,49.46803
58.625748,1.4635017,295.6573,10165.616,97.77349,36.125263,7018.8,41.350876,49.57216
58.67559,1.4645425,295.84006,10170.235,97.80337,36.11469,7006.534,41.303574,49.669155
58.720917,1.4654584,296.01285,10174.493,97.82745,36.104805,6995.077,41.25927,49.759308
58.76207,1.4662609,296.17593,10178.412,97.84643,36.09557,6984.3887,41.217873,49.84294
58.799366,1.4669605,296.32956,10182.016,97.86085,36.08692,6974.428,41.179264,49.920364
58.83313,1.4675678,296.47403,10185.324,97.87129,36.078823,6965.1577,41.143307,49.991905
58.86366,1.4680912,296.60962,10188.356,97.87821,36.07122,6956.5376,41.1099,50.0579
58.89122,1.468539,296.73682,10191.131,97.88208,36.06408,6948.5317,41.078922,50.118675
58.91606,1.4689189,296.85593,10193.664,97.88328,36.05734,6941.1025,41.050255,50.174553
58.938442,1.4692377,296.96725,10195.973,97.882164,36.050983,6934.218,41.02377,50.22584
58.95856,1.4695016,297.0714,10198.073,97.87909,36.044945,6927.8403,40.99936,50.272858
58.976635,1.4697164,297.16852,10199.9795,97.8743,36.03921,6921.94,40.976917,50.315887
58.992844,1.4698876,297.25916,10201.703,97.86807,36.033756,6916.486,40.95631,50.35523
59.00735,1.4700192,297.34366,10203.261,97.86061,36.028538,6911.4487,40.937428,50.391125
59.020336,1.4701165,297.4223,10204.661,97.852135,36.023552,6906.799,40.920177,50.423866
59.03193,1.4701829,297.49554,10205.92,97.84281,36.018764,6902.5103,40.904446,50.453663
59.042255,1.4702219,297.5637,10207.045,97.8328,36.01417,6898.559,40.890125,50.48076
59.05145,1.4702368,297.62708,10208.047,97.82222,36.00973,6894.9204,40.87712,50.505352
59.059593,1.4702309,297.686,10208.938,97.81121,36.005447,6891.571,40.86534,50.527668
59.066822,1.4702064,297.74075,10209.722,97.79986,36.001316,6888.4917,40.8547,50.547886
59.073193,1.4701654,297.79166,10210.412,97.78826,35.997326,6885.661,40.84511,50.56617
59.07881,1.4701108,297.83893,10211.013,97.776505,35.99343,6883.062,40.83649,50.582684
59.083733,1.4700441,297.88284,10211.535,97.76465,35.989666,6880.6753,40.82877,50.597588
59.088036,1.4699671,297.9236,10211.983,97.75275,35.986008,6878.486,40.821877,50.611008
59.091785,1.4698808,297.96155,10212.365,97.74085,35.98246,6876.4795,40.81574,50.623077
59.09502,1.4697876,297.99673,10212.687,97.72902,35.97901,6874.6396,40.8103,50.63393
59.09781,1.4696878,298.02945,10212.95,97.71727,35.97564,6872.9546,40.8055,50.64364
59.100178,1.4695829,298.05978,10213.166,97.70564,35.972366,6871.4126,40.801277,50.652344
59.102184,1.4694741,298.08804,10213.335,97.69417,35.969185,6870.0015,40.79759,50.660114
59.10386,1.4693619,298.11423,10213.463,97.682846,35.966072,6868.7114,40.79439,50.66704
59.10523,1.4692469,298.13864,10213.555,97.671715,35.963036,6867.533,40.791634,50.673195
59.106342,1.4691302,298.1613,10213.613,97.66079,35.960087,6866.456,40.789272,50.67866
59.10721,1.4690121,298.1824,10213.641,97.65006,35.957207,6865.473,40.78728,50.683495
59.10786,1.4688933,298.202,10213.644,97.63957,35.954395,6864.576,40.785625,50.687748
59.108326,1.4687744,298.22028,10213.619,97.6293,35.951645,6863.7573,40.784264,50.691486
59.10861,1.4686555,298.23727,10213.575,97.61926,35.948982,6863.013,40.78318,50.694744
59.10874,1.4685366,298.2531,10213.513,97.60945,35.94637,6862.334,40.78233,50.697594
59.108746,1.4684186,298.26785,10213.434,97.59989,35.94383,6861.7163,40.781708,50.70005
59.108624,1.4683014,298.28162,10213.339,97.59055,35.94135,6861.155,40.781284,50.702168
59.108395,1.4681859,298.29446,10213.232,97.581474,35.93893,6860.6445,40.781036,50.703964
59.108063,1.4680715,298.30646,10213.112,97.57261,35.936565,6860.181,40.780945,50.705475
