TS_Pcomp,TS_Pscav,TS_Texh,TS_Ntc,TS_Pmax,TS_PR,TS_Ntc_Pscav,TS_Pcomp_Pscav,Estimated engine load,matched_load,matched_date,deltas,Ref_Pscav,Ref_Pcomp,Ref_Pmax,Ref_Texh,Ref_Ntc,Ref_Ntc_Pscav,Ref_Pcomp_Pscav,Ref_PR
59.54003,1.4526771,309.70377,10428.144,96.20432,37.92177,6754.719,39.66287,52.512897,52.65038055555556,2022-08-20 02:00:00,0.13748355555555491,1.4959241151809692,58.346500396728516,109.73296356201172,303.66510009765625,10416.6083984375,6976.17724609375,39.418418884277344,53.640541076660156
62.525448,1.6395223,319.34174,10869.076,103.27199,43.09859,6328.8906,37.23961,57.607834,57.67207527777777,2022-08-19 08:00:00,0.064241277777775,1.697102665901184,62.454795837402344,118.42034149169922,310.2088623046875,10933.1435546875,6570.29443359375,37.5980224609375,58.060691833496094
63.939358,1.7146206,324.76437,11100.154,106.56548,46.296925,6044.3164,36.124474,60.26887,59.93320222222223,2022-09-09 14:00:00,0.3356677777777719,1.7793877124786377,65.69295501708984,123.46195983886719,314.7732238769531,11177.3017578125,6186.80322265625,36.5834846496582,59.8999137878418
64.06701,1.7265311,326.8444,11144.772,107.933586,48.271175,5830.687,35.66572,61.439587,62.06927888888888,2022-09-02 14:00:00,0.6296918888888783,1.854825496673584,66.9102554321289,126.37403106689453,318.8377380371094,11336.623046875,6075.00634765625,35.85837936401367,61.824951171875
63.746136,1.7254826,327.6603,11147.226,108.96732,49.57551,5667.211,35.665916,61.98223,62.06927888888888,2022-09-02 14:00:00,0.08704888888888007,1.854825496673584,66.9102554321289,126.37403106689453,318.8377380371094,11336.623046875,6075.00634765625,35.85837936401367,61.824951171875
63.360218,1.7342591,327.55276,11155.914,110.13403,50.367752,5540.0845,35.634502,62.123264,62.06927888888888,2022-09-02 14:00:00,0.05398511111111759,1.854825496673584,66.9102554321289,126.37403106689453,318.8377380371094,11336.623046875,6075.00634765625,35.85837936401367,61.824951171875
63.124474,1.7555214,326.81488,11182.542,111.299706,50.790874,5484.9287,35.37112,61.965836,62.06927888888888,2022-09-02 14:00:00,0.10344288888887831,1.854825496673584,66.9102554321289,126.37403106689453,318.8377380371094,11336.623046875,6075.00634765625,35.85837936401367,61.824951171875
63.07926,1.7816135,325.80798,11211.689,112.26309,50.961304,5512.163,34.93655,61.660606,62.06927888888888,2022-09-02 14:00:00,0.40867288888888,1.854825496673584,66.9102554321289,126.37403106689453,318.8377380371094,11336.623046875,6075.00634765625,35.85837936401367,61.824951171875
63.175125,1.8043544,324.8481,11223.234,112.91175,50.978024,5601.382,34.50597,61.345245,62.06927888888888,2022-09-02 14:00:00,0.7240338888888829,1.854825496673584,66.9102554321289,126.37403106689453,318.8377380371094,11336.623046875,6075.00634765625,35.85837936401367,61.824951171875
63.350586,1.8191533,324.0259,11206.442,113.21018,50.90067,5725.4697,34.229656,61.07747,62.06927888888888,2022-09-02 14:00:00,0.9918088888888832,1.854825496673584,66.9102554321289,126.37403106689453,318.8377380371094,11336.623046875,6075.00634765625,35.85837936401367,61.824951171875
